	EntryID	Headword	pronunciation
10624	d2e2236935Meyers-1905	Lyell	lai-ĕl
10625	d2e2237734Meyers-1905	Lymebai	laim-
10626	d2e2237751Meyers-1905	Lyme Regis	laim
10627	d2e2237805Meyers-1905	Lymington	limmingt'n
10628	d2e2237829Meyers-1905	Lymm	limm
10629	d2e2238416Meyers-1905	Lynchburg	lĭntschbörgh
10630	d2e2238430Meyers-1905	Lynchjustiz	lintsching
10631	d2e2238483Meyers-1905	Lyndhurst [1]	lind-hörst
10632	d2e2238498Meyers-1905	Lyndhurst [2]	lind-hörst
10633	d2e2238540Meyers-1905	Lyne	lain
10634	d2e2238624Meyers-1905	Lynn	linn
10635	d2e2238658Meyers-1905	Lynton	linnt'n
10636	d2e2238724Meyers-1905	Lyon [1]	lióng:
10637	d2e2238975Meyers-1905	Lyonais	-nǟ
10638	d2e2239062Meyers-1905	Lyonnais	lionnä
10639	d2e2239089Meyers-1905	Lyons [1]	lai-ĕns
10640	d2e2239106Meyers-1905	Lyons [2]	lai-ĕns
10641	d2e2239550Meyers-1905	Lys	lïs,
10642	d2e2239600Meyers-1905	Lys d'or	līs
10643	d2e2240027Meyers-1905	Lytham	lithĕm
10644	d2e2240123Meyers-1905	Lyttelton [1]	littelt'n
10645	d2e2240140Meyers-1905	Lyttelton [2]	littelt'n
10646	d2e2240218Meyers-1905	Lytton	litt'n
10647	d2e2241680Meyers-1905	Maassluis	-sleus
10648	d2e2241821Meyers-1905	Maatschappij	māt-schappei,
10649	d2e2241957Meyers-1905	Mabillon	mabijóng
10650	d2e2242114Meyers-1905	Mabuse	-ǖs'
10651	d2e2242134Meyers-1905	Mac	mǟck,
10652	d2e2242154Meyers-1905	Macabre	dangß'
10653	d2e2242305Meyers-1905	Macaire	-kǟr'
10654	d2e2242345Meyers-1905	Mac All	mǟckaol
10655	d2e2242402Meyers-1905	Macao [2]	-kǟu
10656	d2e2242510Meyers-1905	Macaulay	mǟckaolĕ
10657	d2e2242592Meyers-1905	Macawbaum	makao-,
10658	d2e2242614Meyers-1905	Macbeth	mǟckbéth
10659	d2e2242707Meyers-1905	Mac Carthy	mǟkárthi
10660	d2e2242951Meyers-1905	Macchienformation	mackjen-,
10661	d2e2242972Meyers-1905	Mac Clellan	mǟ-kléllen
10662	d2e2243017Meyers-1905	Macclesfield	mäckelsfīld
10663	d2e2243060Meyers-1905	Mac Cluergolf	mǟ-klūr-,
10664	d2e2243082Meyers-1905	Mac Clure	mǟ-klūr
10665	d2e2243147Meyers-1905	Mac Culloch	mǟköllock
10666	d2e2243387Meyers-1905	Mac Dowell	mǟck
10667	d2e2243424Meyers-1905	Mace [2]	mēß,
10668	d2e2243441Meyers-1905	Macedo [1]	maßēdu
10669	d2e2243676Meyers-1905	Macerāta [1]	matscherāta
10670	d2e2243782Meyers-1905	Macgill.	mǟck-gillĭwrĭ
10671	d2e2244044Meyers-1905	Machecoul	māsch'kūl
10672	d2e2244090Meyers-1905	Machias	mättschiäs
10673	d2e2244110Meyers-1905	Machiavelli	mackjawélli
10674	d2e2244202Meyers-1905	Mâchicoulis	māschikulī,
10675	d2e2244242Meyers-1905	Machine, La	maschīn'
10676	d2e2244365Meyers-1905	Machynlleth	mǟkinnlēth
10677	d2e2244383Meyers-1905	Machzen	machsen:
10678	d2e2244435Meyers-1905	Maciejowice	mazjejowïze
10679	d2e2244491Meyers-1905	Macigno	-tschinjo
10680	d2e2244527Meyers-1905	Macintosh	mäkintösch
10681	d2e2244550Meyers-1905	Macintyre	mǟkintāīr
10682	d2e2244624Meyers-1905	Mackay [1]	mǟkē
10683	d2e2244638Meyers-1905	Mackay [2]	mǟlē
10684	d2e2244826Meyers-1905	Mackenzie [1]	mǟkénnsi
10685	d2e2244855Meyers-1905	Mackenzie [2]	mǟkénnsī
10686	d2e2244974Meyers-1905	Mackinac-Straße	mǟkinao-
10687	d2e2244997Meyers-1905	Mac Kinlay	mǟkinnlĭ
10688	d2e2245036Meyers-1905	Mac Kinley	mäkinnlĭ
10689	d2e2245114Meyers-1905	Mackintosh [2]	mäkintösch
10690	d2e2245178Meyers-1905	Mac L.	mǟck
10691	d2e2245248Meyers-1905	Maclean	mǟklĭn
10692	d2e2245268Meyers-1905	Macleod	mǟklaud
10693	d2e2245358Meyers-1905	Maclise	mǟklīs'
10694	d2e2245461Meyers-1905	Mac Mahon	mack
10695	d2e2245551Meyers-1905	Macmillan	mǟckmillen
10696	d2e2245607Meyers-1905	Macomb	mǟkūm
10697	d2e2245621Meyers-1905	Macon	mēk'n
10698	d2e2245635Meyers-1905	Maçon	-ßóng
10699	d2e2245658Meyers-1905	Mâcon	makóug
10700	d2e2245691Meyers-1905	Mâconnais	makonnä
10701	d2e2245728Meyers-1905	Macpherson	mǟcksörß'n
10702	d2e2245788Meyers-1905	Macq.	makār
10703	d2e2245814Meyers-1905	Macquarie	mǟckwórrĭ
10704	d2e2245897Meyers-1905	Macready	mǟck-rīdī
10705	d2e2246147Meyers-1905	Macroom	mǟkrūm
10706	d2e2246290Meyers-1905	Macugnaga	-kunjāga
10707	d2e2246310Meyers-1905	Macugnagagletscher	makūnjāga
10708	d2e2246429Meyers-1905	Mád	mād
10709	d2e2246446Meyers-1905	Madách	mădātsch
10710	d2e2247037Meyers-1905	Madaras	mádarasch
10711	d2e2247058Meyers-1905	Madarász	madarāß
10712	d2e2247644Meyers-1905	Made in Germany	mēd
10713	d2e2247661Meyers-1905	Madeira [1]	madē-ira,
10714	d2e2247967Meyers-1905	Madeleine	madlǟn'
10715	d2e2247987Meyers-1905	Madeleine, La	madlǟn'
10716	d2e2248001Meyers-1905	Madeleinegebirge	madlǟn'-
10717	d2e2248018Meyers-1905	Madeley	mäddlĭ
10718	d2e2248080Meyers-1905	Mademoiselle	mad'mŭaséll'
10719	d2e2248432Meyers-1905	Madier de Montjau	madjē
10720	d2e2248449Meyers-1905	Madison [1]	mäddiß'n
10721	d2e2248468Meyers-1905	Madison [2]	mäddiß'n
10722	d2e2248638Meyers-1905	Madonna di Campiglio	-piljo
10723	d2e2248736Meyers-1905	Madon	-dū
10724	d2e2249022Meyers-1905	Madrazo y Agūdo	madrādso
10725	d2e2249299Meyers-1905	Madridejos	-dēchos
10726	d2e2249362Meyers-1905	Madrileña	-lénja,
10727	d2e2249417Meyers-1905	Madron	mēdrön
10728	d2e2249719Meyers-1905	Maël	maǟl
10729	d2e2249764Meyers-1905	Maelen	mālen
10730	d2e2249820Meyers-1905	Maerlant	mār-
10731	d2e2249913Meyers-1905	Maes	mās
10732	d2e2249932Meyers-1905	Maeseyck	mās-,
10733	d2e2249964Meyers-1905	Maesteg	mǟstegg
10734	d2e2250012Meyers-1905	Maestricht	māst-
10735	d2e2250070Meyers-1905	Maeterlinck	māt-
10736	d2e2250361Meyers-1905	Mafia	tschole
10737	d2e2250422Meyers-1905	Ma foi	fŭa
10738	d2e2250522Meyers-1905	Magalhães	machaljāngs,
10739	d2e2250758Meyers-1905	Magallanes [1]	-galjānes
10740	d2e2250772Meyers-1905	Magallanes [2]	-galjānes
10741	d2e2250799Meyers-1905	Magangué	-gé
10742	d2e2250814Meyers-1905	Magasin	-säng
10743	d2e2251021Meyers-1905	Magazinier	-njē
10744	d2e2251360Meyers-1905	Magdalénien	-iäng
10745	d2e2251849Meyers-1905	Mage [2]	māsch'
10746	d2e2252373Meyers-1905	Magendie	-schängdī'
10747	d2e2253388Meyers-1905	Magenta [2]	madschennta
10748	d2e2253612Meyers-1905	Magersfontein	-tīn
10749	d2e2253640Meyers-1905	Maggia, Valle	walle
10750	d2e2253707Meyers-1905	Maggiolāta	madscho-
10751	d2e2253727Meyers-1905	Maggiore [1]	madschōre,
10752	d2e2254454Meyers-1905	Magistrāt	mädschìstrēts
10753	d2e2254543Meyers-1905	Magliabecchi	maljabécki
10754	d2e2254565Meyers-1905	Magliani	maljāni
10755	d2e2254817Meyers-1905	Magnan	manjāng
10756	d2e2254834Meyers-1905	Magnanerīe	manja-,
10757	d2e2254891Meyers-1905	Magnavacca	manja-
10758	d2e2254908Meyers-1905	Magne	mannj'
10759	d2e2255226Meyers-1905	Magnesian limestone	laimstōn
10760	d2e2258406Meyers-1905	Magnettes	manjett'
10761	d2e2258905Meyers-1905	Magny-en-Vexin	mannji-ang-wekßäng
10762	d2e2258939Meyers-1905	Mágocs	māgotsch
10763	d2e2259135Meyers-1905	Magyar	mádjar
10764	d2e2259152Meyers-1905	Magyarád	mádjărād
10765	d2e2259167Meyers-1905	Magyaren	mădjāren,
10766	d2e2259235Meyers-1905	Magyarország	mádjar-órßāg,
10767	d2e2259235Meyers-1905	Magyarország	kisch-,
10768	d2e2259252Meyers-1905	Magyar-Ovár	mádjar-ówār
10769	d2e2259269Meyers-1905	Magyar-Pécska	mádjar
10770	d2e2259555Meyers-1905	Mahan	mĕ-hänn
10771	d2e2261074Meyers-1905	Mahoîtres	ma-ŭātr'
10772	d2e2261105Meyers-1905	Mahón	maōn
10773	d2e2261143Meyers-1905	Mahon	mē-hōn
10774	d2e2262148Meyers-1905	Maidalchini	-kīni
10775	d2e2262180Meyers-1905	Maiden	mēden,
10776	d2e2262204Meyers-1905	Maiden Bower	mēden
10777	d2e2262221Meyers-1905	Maiden Castle	mēden
10778	d2e2262238Meyers-1905	Maidenhead	mĕdenhedd
10779	d2e2262264Meyers-1905	Maiden speech	mēden
10780	d2e2262282Meyers-1905	Maiden trip	mēden
10781	d2e2262296Meyers-1905	Maidstone	mēdstön
10782	d2e2263005Meyers-1905	Mail [1]	mēl
10783	d2e2263030Meyers-1905	Mail [2]	maj,
10784	d2e2263444Meyers-1905	Mail-coach	mēl-kōtsch
10785	d2e2263526Meyers-1905	Maillart	majár
10786	d2e2263549Meyers-1905	Maille [1]	maj'
10787	d2e2263567Meyers-1905	Maille [2]	maj'
10788	d2e2263593Meyers-1905	Maillechort	maj'schōr
10789	d2e2263628Meyers-1905	Maillon	majóng
10790	d2e2263645Meyers-1905	Mail-steamer	mēl-ßtīmer,
10791	d2e2263722Meyers-1905	Maimbourg	mängbür
10792	d2e2263890Meyers-1905	Main [1]	mäng
10793	d2e2264081Meyers-1905	Main de gloire	mäng
10794	d2e2264098Meyers-1905	Main de justice	mäng
10795	d2e2264112Meyers-1905	Maine [1]	mǟn'
10796	d2e2264129Meyers-1905	Maine [2]	mǟn'
10797	d2e2264154Meyers-1905	Maine [3]	mēn,
10798	d2e2264227Meyers-1905	Maine [4]	mǟn'
10799	d2e2264254Meyers-1905	Maine [5]	mēn
10800	d2e2264318Meyers-1905	Maine de Biran	mǟn'
10801	d2e2264397Meyers-1905	Maine-et-Loire	mǟus-lŭār'
10802	d2e2264451Meyers-1905	Main gauche	mäng
10803	d2e2264503Meyers-1905	Mainland	mēnlǟnd
10804	d2e2264561Meyers-1905	Main morte	mäng
10805	d2e2264613Meyers-1905	Maintenieren	mängt-
10806	d2e2264627Meyers-1905	Maintenon [1]	mängt'nóng
10807	d2e2264641Meyers-1905	Maintenon [2]	mängt'nóng
10808	d2e2265155Meyers-1905	Maire	mǟr',
10809	d2e2265216Meyers-1905	Mairet	märä
10810	d2e2265283Meyers-1905	Mairie	märĭ'
10811	d2e2265721Meyers-1905	Maison	mäsóng
10812	d2e2265747Meyers-1905	Maison carrée	mäsóng
10813	d2e2265765Meyers-1905	Maison de France	mäsóng
10814	d2e2265785Meyers-1905	Maison de santé	mäsóng
10815	d2e2265799Meyers-1905	Maison du roi	mäsóng
10816	d2e2265850Meyers-1905	Maisons-Alfort	mäsóng-alfōr
10817	d2e2265869Meyers-1905	Maisons-Laffitte	mäsóng-lafit'
10818	d2e2265949Meyers-1905	Maistre	mästr'
10819	d2e2266185Meyers-1905	Maitland [1]	mĕtlǟnd
10820	d2e2266199Meyers-1905	Maitland [2]	mētlǟnd
10821	d2e2266242Meyers-1905	Maître	mǟtr'
10822	d2e2266309Meyers-1905	Maîtres des requêtes	mǟtr'
10823	d2e2266333Meyers-1905	Maîtresse	mä-
10824	d2e2266347Meyers-1905	Maittaire	mätǟr'
10825	d2e2266934Meyers-1905	Major	mëdscher
10826	d2e2268638Meyers-1905	Mako [2]	mákō
10827	d2e2268712Meyers-1905	Makowiec	-wjetz
10828	d2e2270076Meyers-1905	Malaczka	-látzka
10829	d2e2270090Meyers-1905	Malade	-lād'
10830	d2e2270154Meyers-1905	Maladresse	-adräß'
10831	d2e2270154Meyers-1905	Maladresse	-adrua
10832	d2e2270324Meyers-1905	Malagneña	malagénja
10833	d2e2270342Meyers-1905	Malaguettaküste	-getta
10834	d2e2270857Meyers-1905	Malaise	-ǟs'
10835	d2e2271362Meyers-1905	Mal-à-propos	-pō
10836	d2e2271780Meyers-1905	Malaucène	maloßǟn'
10837	d2e2271939Meyers-1905	Malbrough s'en va-t-en guerre	malbrū
10838	d2e2272039Meyers-1905	Malcolm	mällköm
10839	d2e2272053Meyers-1905	Malcolm, Sir John	mällköm
10840	d2e2272121Meyers-1905	Malcontent	mallkongtāng
10841	d2e2272135Meyers-1905	Malczewski	maltschéffski
10842	d2e2272159Meyers-1905	Maldachini	-kīni
10843	d2e2272215Meyers-1905	Maldegem	-chem
10844	d2e2272281Meyers-1905	Maldon	mald'n
10845	d2e2272421Meyers-1905	Malebranche	mallbrāngsch'
10846	d2e2272507Meyers-1905	Małecki	-zki
10847	d2e2274847Meyers-1905	Malesherbes [1]	mall'sérb'
10848	d2e2274862Meyers-1905	Malesherbes [2]	mall'sérb'
10849	d2e2274948Meyers-1905	Malet [1]	mălä
10850	d2e2274996Meyers-1905	Malet [2]	mállet
10851	d2e2275093Meyers-1905	Malfaçon	-ßóng
10852	d2e2275107Meyers-1905	Malgaigne	mallgänj'
10853	d2e2275268Meyers-1905	Malh.	mallérb'
10854	d2e2275306Meyers-1905	Malham Water	mällem
10855	d2e2275326Meyers-1905	Malhão da Serra	maljāung
10856	d2e2275340Meyers-1905	Malherbe	mallérb'
10857	d2e2275405Meyers-1905	Malheur	mălör
10858	d2e2275405Meyers-1905	Malheur	mălörös'māng
10859	d2e2275518Meyers-1905	Malibran	-āng
10860	d2e2275543Meyers-1905	Malice	-īß'
10861	d2e2275732Meyers-1905	Malines [1]	-līn'
10862	d2e2276042Meyers-1905	Malle	mall'
10863	d2e2276062Meyers-1905	Malleco	maljēko
10864	d2e2276082Meyers-1905	Mallee	málli
10865	d2e2276282Meyers-1905	Mallet-du-Pan	mallä-dü-pāng
10866	d2e2276549Meyers-1905	Mallorca	maljórka,
10867	d2e2276636Meyers-1905	Mallow	mállo
10868	d2e2276688Meyers-1905	Malmaison, La	-mäsóng
10869	d2e2276780Meyers-1905	Malmesbury [1]	māmsbĕrĭ
10870	d2e2276797Meyers-1905	Malmesbury [2]	māmsbĕrĭ
10871	d2e2276829Meyers-1905	Malmignatte	malminjátt',
10872	d2e2276932Meyers-1905	Malmsey	mámsĭ
10873	d2e2277020Meyers-1905	Málnás	mālnāsch
10874	d2e2277065Meyers-1905	Malocchio	-óckjo
10875	d2e2277164Meyers-1905	Malone	melōn
10876	d2e2277374Meyers-1905	Malot	mălo
10877	d2e2277442Meyers-1905	Malou	mălu
10878	d2e2277474Meyers-1905	Malouinen	malu-
10879	d2e2277507Meyers-1905	Mal perforant du pied	mall
10880	d2e2277667Meyers-1905	Malplacieren	-ßie-
10881	d2e2277681Meyers-1905	Malplaquet	-kä
10882	d2e2277719Meyers-1905	Malpropre	-proppr'
10883	d2e2278095Meyers-1905	Maltebrun	malt'bröng
10884	d2e2278376Meyers-1905	Malthus	mällthös
10885	d2e2278518Meyers-1905	Malton	maolt'n
10886	d2e2278889Meyers-1905	Malvaglia	-wallja
10887	d2e2279887Meyers-1905	Mame, Alfred	mām'
10888	d2e2279981Meyers-1905	Mamers [1]	-mär
10889	d2e2280763Meyers-1905	Man [2]	männ,
10890	d2e2280932Meyers-1905	Manacor	-kór
10891	d2e2280967Meyers-1905	Manager	männedscher
10892	d2e2281251Meyers-1905	Mancha, La	mántscha
10893	d2e2281265Meyers-1905	Mancha Reāl	mántscha
10894	d2e2281279Meyers-1905	Manche, La	māngsch',
10895	d2e2281296Meyers-1905	Manche	māngsch'
10896	d2e2281326Meyers-1905	Manchester [1]	männtschester
10897	d2e2281352Meyers-1905	Manchester [2]	männtschester
10898	d2e2281465Meyers-1905	Manchester [3]	männtschester
10899	d2e2281479Meyers-1905	Manchester [4]	männtschester
10900	d2e2281650Meyers-1905	Manchon	mangschóng,
10901	d2e2281681Meyers-1905	Mancia	manntscha
10902	d2e2281696Meyers-1905	Mancini	-tschīni
10903	d2e2283106Meyers-1905	Mandement	mangd'māng
10904	d2e2283217Meyers-1905	Mandeville	männdwill
10905	d2e2283669Meyers-1905	Mandrin	mangdräng
10906	d2e2284110Meyers-1905	Manége	-ǟsch'
10907	d2e2284286Meyers-1905	Manet	-nä
10908	d2e2286079Meyers-1905	Mangelin	mändschelĭn,
10909	d2e2286140Meyers-1905	Mangeur	mangschör,
10910	d2e2286546Meyers-1905	Manhattan [1]	mǟnhätten
10911	d2e2286823Meyers-1905	Manicure	-kǖr'
10912	d2e2287343Meyers-1905	Manille	-illje
10913	d2e2287693Meyers-1905	Manistee	-tī
10914	d2e2287805Meyers-1905	Manitoulin	-tūlĭn
10915	d2e2288054Meyers-1905	Manley	männlĭ
10916	d2e2288173Meyers-1905	Mann, Horace	männ
10917	d2e2288677Meyers-1905	Mannequin	mann'käng
10918	d2e2289457Meyers-1905	Manning [2]	männ-
10919	d2e2290489Meyers-1905	Manon	-nóng
10920	d2e2290528Meyers-1905	Manor	männör
10921	d2e2290545Meyers-1905	Manosque	-nósk'
10922	d2e2290784Meyers-1905	Manque	mangk'
10923	d2e2290801Meyers-1905	Manquement	mangk'māng
10924	d2e2290829Meyers-1905	Manrique	-rīke
10925	d2e2290885Meyers-1905	Mans, Le	lö
10926	d2e2290981Meyers-1905	Mansart	mangßār
10927	d2e2291312Meyers-1905	Mansfield	männsfĭld
10928	d2e2291312Meyers-1905	Mansfield	wúdd-haus
10929	d2e2291417Meyers-1905	Mansion-House	männsch'n-haus
10930	d2e2291448Meyers-1905	Månsson	mons-
10931	d2e2291727Meyers-1905	Mantegna	-tennja
10932	d2e2291836Meyers-1905	Mantelet	mangt'lä
10933	d2e2292141Meyers-1905	Mantes	māngt',
10934	d2e2292325Meyers-1905	Mantilla	-illja
10935	d2e2292366Meyers-1905	Mantiqueira	-kéira
10936	d2e2292996Meyers-1905	Manuel	-nüéll
10937	d2e2293690Meyers-1905	Manzanillo	-illjo
10938	d2e2294071Meyers-1905	Mappemonde	mapp'móngd',
10939	d2e2294163Meyers-1905	Maquet	-kä
10940	d2e2294626Meyers-1905	Marais	-rä,
10941	d2e2294675Meyers-1905	Mařák	marschāk
10942	d2e2294709Meyers-1905	Máramaros	māramárosch
10943	d2e2294744Meyers-1905	Máramaros-Sziget	māramárosch-ßigĕt
10944	d2e2294816Meyers-1905	Maranhão	maranjāung
10945	d2e2294842Meyers-1905	Marañon	-njōn
10946	d2e2294859Meyers-1905	Marans	-āng
10947	d2e2294995Meyers-1905	Maraschino	-skīno
10948	d2e2295075Meyers-1905	Marat	-rá
10949	d2e2295402Meyers-1905	Marbeau	-bō
10950	d2e2295481Meyers-1905	Marbella	-béllja
10951	d2e2295495Meyers-1905	Marblehead	márbl-hedd
10952	d2e2295510Meyers-1905	Marbles	marbls
10953	d2e2295716Meyers-1905	Marcabrun	-brün
10954	d2e2295855Meyers-1905	Marceau	-ßō
10955	d2e2295881Meyers-1905	Marcel	-ßell
10956	d2e2295977Meyers-1905	Marcello	-tschello
10957	d2e2296098Meyers-1905	Marcellus [3]	-ßellüs
10958	d2e2296157Meyers-1905	Marcère	-ßǟr'
10959	d2e2296177Meyers-1905	Marc-Fournier	mark-furnjē
10960	d2e2296265Meyers-1905	March [3]	martsch
10961	d2e2296307Meyers-1905	Marchand [1]	-schāng
10962	d2e2296307Meyers-1905	Marchand [1]	-tajör
10963	d2e2296324Meyers-1905	Marchand [2]	marschāng
10964	d2e2296375Meyers-1905	Marchandage	-schangdāsch'
10965	d2e2296392Meyers-1905	Marchande	marschāngd'
10966	d2e2296410Meyers-1905	Marchandise	-schaugdīs'
10967	d2e2296410Meyers-1905	Marchandise	-schangd-
10968	d2e2296488Meyers-1905	Marche [1]	marke
10969	d2e2296505Meyers-1905	Marche [2]	marsch'
10970	d2e2296519Meyers-1905	Marche [3]	marsch'
10971	d2e2296537Meyers-1905	Marché	marsché
10972	d2e2296577Meyers-1905	Marche-les-Dames	marsch'-lä-dām'
10973	d2e2296645Meyers-1905	Marchena	-tschēna
10974	d2e2296659Meyers-1905	Marches	mártsches
10975	d2e2296694Meyers-1905	Marchese	-kése
10976	d2e2296711Meyers-1905	Marchesi	-kési
10977	d2e2296749Meyers-1905	Marchetti	-ketti
10978	d2e2296813Meyers-1905	Marchi	márki
10979	d2e2296849Meyers-1905	Marchienne-au-Pont	marschjénn-o-póng
10980	d2e2296869Meyers-1905	Marchiennes	marschjénn'
10981	d2e2296883Meyers-1905	Marchin	-schäng
10982	d2e2296960Meyers-1905	Marcia	mártscha
10983	d2e2296977Meyers-1905	Marciale	martschāle
10984	d2e2296991Meyers-1905	Marciana	-tschāna
10985	d2e2297026Meyers-1905	Marcianise	-tschanīse
10986	d2e2297040Meyers-1905	Marciano	-tschāno
10987	d2e2297089Meyers-1905	Marcigny	-ßinji
10988	d2e2297103Meyers-1905	Marcinelle	-ßinell'
10989	d2e2297158Meyers-1905	Marcīta	martschi-
10990	d2e2297261Meyers-1905	Marc-Monnier	mark-monnjē
10991	d2e2297347Meyers-1905	Marcq-en-Baroeul	mark-ang-baröl
10992	d2e2297418Meyers-1905	Marczal	márzal
10993	d2e2297432Meyers-1905	Marczali	mārzali,
10994	d2e2297641Meyers-1905	Mardi	grā.
10995	d2e2297781Meyers-1905	Marecchia	réckja
10996	d2e2297795Meyers-1905	Maréchal	-schall
10997	d2e2297821Meyers-1905	Maréchaussée	-schōßë',
10998	d2e2297838Meyers-1905	Maree	marī
10999	d2e2298226Meyers-1905	Marennes	-rénn'
11000	d2e2298315Meyers-1905	Maret	-rä
11001	d2e2298394Meyers-1905	Marey	-rä
11002	d2e2298536Meyers-1905	Margam	mārgĕm
11003	d2e2298862Meyers-1905	Margarethen	ßént-márgit
11004	d2e2299108Meyers-1905	Margate	mārgĕt
11005	d2e2299128Meyers-1905	Margaux	-gō
11006	d2e2299145Meyers-1905	Marge	marsch',
11007	d2e2299188Meyers-1905	Margeride	marsch'rīd'
11008	d2e2299430Meyers-1905	Margot	-go
11009	d2e2299451Meyers-1905	Marguerite	margerīt'
11010	d2e2299468Meyers-1905	Margueritte	margĕrīt'
11011	d2e2300776Meyers-1905	Mariage	-āsch'
11012	d2e2301666Meyers-1905	Maria-Theresiopel	ßá-
11013	d2e2301885Meyers-1905	Marie de France	marï'
11014	d2e2301899Meyers-1905	Marie-Galante	marī'
11015	d2e2302144Meyers-1905	Marienburg	földwār
11016	d2e2303418Meyers-1905	Marigliano	-riljāno
11017	d2e2303433Meyers-1905	Marignac	-rinjáck
11018	d2e2303450Meyers-1905	Marignano	-rinjāno
11019	d2e2303504Meyers-1905	Marillathal	-wöldj
11020	d2e2304368Meyers-1905	Marine City	mǟrīn
11021	d2e2305170Meyers-1905	Maringotte	maränggott'
11022	d2e2305187Meyers-1905	Maringues	-rängh'
11023	d2e2305201Meyers-1905	Marinha Grande	marinja
11024	d2e2305230Meyers-1905	Marinilla	-nillja
11025	d2e2305402Meyers-1905	Marĭon [1]	mǟ-
11026	d2e2305416Meyers-1905	Marĭon [2]	-óng
11027	d2e2305728Meyers-1905	Mariquita	-kita
11028	d2e2306467Meyers-1905	Marivaudage	-wodāsch'
11029	d2e2306484Meyers-1905	Marivaux	-wó
11030	d2e2306587Meyers-1905	Marjoribanks	mártschbänks
11031	d2e2307222Meyers-1905	Marken	marke
11032	d2e2307434Meyers-1905	Market	mārket
11033	d2e2307448Meyers-1905	Market Drayton	mārkĕt
11034	d2e2307513Meyers-1905	Market Harborough	hárböro
11035	d2e2307532Meyers-1905	Market Rasen	rēsen
11036	d2e2307548Meyers-1905	Markeur	-kör
11037	d2e2307752Meyers-1905	Markham [1]	mārkĕm
11038	d2e2307766Meyers-1905	Markham [2]	mārkĕm
11039	d2e2309652Meyers-1905	Marlborough [1]	mārlböro
11040	d2e2309673Meyers-1905	Marlborough [2]	mārlböro
11041	d2e2309795Meyers-1905	Marle	marl'
11042	d2e2309957Meyers-1905	Marlow	grēt-márlo
11043	d2e2309976Meyers-1905	Marlowe	márlo
11044	d2e2310092Meyers-1905	Marly-le-Roi	-rūa
11045	d2e2310112Meyers-1905	Marmande	marmāngd'
11046	d2e2310299Meyers-1905	Marmier	-mjē
11047	d2e2310422Meyers-1905	Marmont	-móng
11048	d2e2310451Meyers-1905	Marmontel	-mongtell
11049	d2e2311267Meyers-1905	Marmoutier	-mutjē
11050	d2e2311284Meyers-1905	Marne [1]	marn',
11051	d2e2311307Meyers-1905	Marne [2]	marn'
11052	d2e2311519Meyers-1905	Marochetti	-ketti
11053	d2e2311556Meyers-1905	Maroczy	mározi
11054	d2e2312443Meyers-1905	Maroquin	-käng
11055	d2e2312478Meyers-1905	Maros	márosch,
11056	d2e2312515Meyers-1905	Maros-Torda	márosch-
11057	d2e2312533Meyers-1905	Maros-Ujvár-Akna	mārosch-újwār-ákna,
11058	d2e2312550Meyers-1905	Maros-Vásárhely	márosch-wáschārhelj
11059	d2e2312564Meyers-1905	Marot	-ro
11060	d2e2312714Meyers-1905	Marple	marpl
11061	d2e2312797Meyers-1905	Marquenterre	markangtǟr'
11062	d2e2312852Meyers-1905	Marquette	-kétt
11063	d2e2312903Meyers-1905	Marquis	-kī,
11064	d2e2312942Meyers-1905	Marquise [1]	markīs'
11065	d2e2312962Meyers-1905	Marquise [2]	markīs'
11066	d2e2313109Meyers-1905	Marrons	-róng
11067	d2e2313177Meyers-1905	Marryat	märrìätt
11068	d2e2313499Meyers-1905	Mars [5]	mars
11069	d2e2313525Meyers-1905	Mars.	-ßöl
11070	d2e2313545Meyers-1905	Marsal	-ßall
11071	d2e2313559Meyers-1905	Marsala	marßāla
11072	d2e2313609Meyers-1905	Marsan	-ßāng
11073	d2e2314655Meyers-1905	Marseillaise	-ßäs[l]jǟs'
11074	d2e2314716Meyers-1905	Marseillan	-ßäjāng
11075	d2e2314730Meyers-1905	Marseille	-ßǟj',
11076	d2e2315089Meyers-1905	Marshall [1]	mārschēl
11077	d2e2315103Meyers-1905	Marshall [2]	mārschēl
11078	d2e2315230Meyers-1905	Marshfield	márschfïld
11079	d2e2315279Meyers-1905	Marsico Nuovo	márßiko
11080	d2e2315296Meyers-1905	Marsigli	-ßillji
11081	d2e2315460Meyers-1905	Marsillargues	marßijārgh'
11082	d2e2315505Meyers-1905	Mars-la-Tour	marß-la-tūr
11083	d2e2315661Meyers-1905	Marston	marst'n
11084	d2e2315767Meyers-1905	Marston-Moor	márst'n-mūr
11085	d2e2315923Meyers-1905	Marteau	-tō
11086	d2e2315955Meyers-1905	Martel	-tell
11087	d2e2315970Meyers-1905	Martelage	mart'lāsch,
11088	d2e2315985Meyers-1905	Martel de Janville	martell
11089	d2e2316114Meyers-1905	Martène	-tǟn'
11090	d2e2316425Meyers-1905	Martha's Vineyard	winnjĕrd
11091	d2e2316573Meyers-1905	Martianay	-anä
11092	d2e2316625Meyers-1905	Martignac	-tinjack
11093	d2e2316651Meyers-1905	Martigny [1]	-tinji,
11094	d2e2316680Meyers-1905	Martigny [2]	-tinji
11095	d2e2316718Meyers-1905	Martigues	martīgh'
11096	d2e2316900Meyers-1905	Martin [4]	-täng
11097	d2e2317167Meyers-1905	Martineau	-nō
11098	d2e2317303Meyers-1905	Martinet	-nä
