	EntryID	Headword	Examples
868	d2e3825585Meyers-1905	Vokalsteigerung	ai
869	d2e3825748Meyers-1905	Volapük	men
870	d2e3836140Meyers-1905	Vortragszeichen	forte
871	d2e3836140Meyers-1905	Vortragszeichen	calando
872	d2e3837246Meyers-1905	Vox	V. media
873	d2e3848429Meyers-1905	Wald [1]	Meitzen
874	d2e3848429Meyers-1905	Wald [1]	Meitzen
875	d2e3850746Meyers-1905	Waldpflanzen	Taxodium distichum
876	d2e3864927Meyers-1905	Waschen [1]	chemisch-trockene Reinigung
877	d2e3864927Meyers-1905	Waschen [1]	chemisch-trockene Reinigung
878	d2e3869550Meyers-1905	Wasserpflanzen	Alisma Plantago
879	d2e3923525Meyers-1905	Wind [1]	steif,
880	d2e3923525Meyers-1905	Wind [1]	stürmisch,
881	d2e3923525Meyers-1905	Wind [1]	Sturm,
882	d2e3924716Meyers-1905	Windhexen	Gypsophila paniculata, Selaginella lepidophylla
883	d2e3953105Meyers-1905	Wüstenpflanzen	Fagonia
884	d2e3954585Meyers-1905	X	extranjero
885	d2e3956091Meyers-1905	Xingú	Meyer
886	d2e3956091Meyers-1905	Xingú	Meyer
887	d2e3964277Meyers-1905	Zahnlücker	Bradypus tridactylus
888	d2e3965810Meyers-1905	Zakynthos	Hyria
889	d2e3965810Meyers-1905	Zakynthos	Hyria
890	d2e4000762Meyers-1905	Zoologīe	Homo sapiens
