	EntryID	Headword	term	lang	synonym
840	d2e1663375Meyers-1905	Idōl		griech.	eidolon
841	d2e1664847Meyers-1905	Ignorantenbrüder		franz.	Frères ignorantins
842	d2e1664881Meyers-1905	Ignoránz		lat.	Ignorantia
843	d2e1665564Meyers-1905	Ikarĭer		franz.	Icariens
844	d2e1672112Meyers-1905	Immobilĭen		lat.	Immobiles res
845	d2e1672372Meyers-1905	Immunität [2]	n Name 	lat.	ambo
846	d2e1673120Meyers-1905	Impensen		lat.	Impensae
847	d2e1674316Meyers-1905	Import	n 	engl.	imports
848	d2e1678172Meyers-1905	Indianersommer		engl.	Indian summer
849	d2e1681847Meyers-1905	Indīz		lat.	indicium
850	d2e1683772Meyers-1905	Industrielle Partnerschaft		engl.	Industrial partnership
851	d2e1683936Meyers-1905	Industrieritter		franz.	Chevaliers d'industrie
852	d2e1684545Meyers-1905	Infamīe		lat.	infamĭa
853	d2e1684600Meyers-1905	Infánt		span.	infante;
854	d2e1685082Meyers-1905	Infarkt		lat.	Infarctus
855	d2e1686464Meyers-1905	Inful		lat.	Infŭla
856	d2e1688602Meyers-1905	Ingrossieren	Schrift 	franz.	grosse
857	d2e1688944Meyers-1905	Inhaberpapiere		franz.	Titres an porteur
858	d2e1689281Meyers-1905	Inhibitorĭalĭen		lat.	Inhibitoriales, sc. literae
859	d2e1690536Meyers-1905	Inkognĭto		ital.	incognito
860	d2e1691539Meyers-1905	Inn [2]		lat.	Aenus
861	d2e1692236Meyers-1905	Innominātkontrakt		lat.	Contractus innominatus
862	d2e1692322Meyers-1905	Innŏzenz		lat.	Innocentius
863	d2e1693902Meyers-1905	Inschallah		arab.	in schâ allâh, »
864	d2e1693933Meyers-1905	Inschriften		griech.	Epigraphái
865	d2e1695323Meyers-1905	Insektizide		franz.	insecticides
866	d2e1695357Meyers-1905	Insel		lat.	Insula
867	d2e1697031Meyers-1905	Instinkt		lat.	instinctus
868	d2e1697196Meyers-1905	Institūt		lat.	institutum
869	d2e1697586Meyers-1905	Instruktor	Exerziermeister 	franz.	Instructeur, Capitaineinstructeur
870	d2e1700436Meyers-1905	Interlokut		lat.	interlocutio
871	d2e1702417Meyers-1905	Intīm		lat.	intĭmus
872	d2e1702612Meyers-1905	Intrade		ital.	Entrata
873	d2e1702778Meyers-1905	Intransigénten		franz.	Intransigeants
874	d2e1702913Meyers-1905	Intrige		franz.	intrigue
875	d2e1703118Meyers-1905	Intubation		franz.	Tubage
876	d2e1704363Meyers-1905	Inventār		lat.	inventarium
877	d2e1704553Meyers-1905	Inventarrecht		lat.	Beneficium inventarii
878	d2e1708823Meyers-1905	Irischer Wall		engl.	Irish bank
879	d2e1710647Meyers-1905	Ironīe		griech.	eirōnéia
880	d2e1713763Meyers-1905	Iselastische Spiele		griech.	Eiselastika
881	d2e1714606Meyers-1905	Isis [3]		ägypt.	Iset, Ise, Ese
882	d2e1718727Meyers-1905	Isorachĭen		engl.	Cotidal lines
883	d2e1728917Meyers-1905	Jacht		engl.	yacht
884	d2e1729075Meyers-1905	Jackett		engl.	Jacket
885	d2e1731351Meyers-1905	Jagdgewehr	Chokebohrung 	engl.	choke-bore
886	d2e1734151Meyers-1905	Jakob [3]		franz.	Jacques
887	d2e1735125Meyers-1905	Jakonett		franz.	Jaconats, Jaconas
888	d2e1735960Meyers-1905	Jamaika		engl.	Jamaica
889	d2e1737688Meyers-1905	Janitscharen		türk.	jeni ṭscheri, »
890	d2e1738528Meyers-1905	Januar		lat.	Januarius
891	d2e1742437Meyers-1905	Jaspachat		franz.	Jaspe fleuri
892	d2e1744841Meyers-1905	Jazygen	r 	lat.	Jassones
893	d2e1747911Meyers-1905	Jerīcho		lat.	Hiericus
894	d2e1752993Meyers-1905	Jockei		engl.	jockey
895	d2e1757563Meyers-1905	Johannisfest	t 	engl.	Midsummerday
896	d2e1758570Meyers-1905	Johk		engl.	Yoke
897	d2e1759569Meyers-1905	Jokōs		lat.	jocosus;
898	d2e1759652Meyers-1905	Jōkus		lat.	jocus
899	d2e1762886Meyers-1905	Josua		hebr.	Jeschûa
900	d2e1762947Meyers-1905	Jōten		altnord.	jotnar
901	d2e1764421Meyers-1905	Jubeljahr		lat.	Annus jubilaei
902	d2e1764754Meyers-1905	Juchart	Schweiz 	franz.	Arpent
903	d2e1767159Meyers-1905	Judĭka		lat.	judica
904	d2e1767176Meyers-1905	Judikāt		lat.	Judicātum
905	d2e1769400Meyers-1905	Jujuben		franz.	jujubes
906	d2e1771886Meyers-1905	Jungfernhähne		franz.	Coqs vierges
907	d2e1772092Meyers-1905	Jungfernrede		engl.	Maiden speech
908	d2e1775826Meyers-1905	Jurisdiktion		lat.	Jurisdictio
909	d2e1778515Meyers-1905	Justīz		lat.	Justitia
910	d2e1779544Meyers-1905	Juwēl	e Wort 	franz.	joyau
911	d2e1779544Meyers-1905	Juwēl	m 	franz.	joie
912	d2e1780306Meyers-1905	Kabāle		franz.	cabale
913	d2e1781181Meyers-1905	Kabinett		franz.	Cabinet
914	d2e1781545Meyers-1905	Kabotage		franz.	cabotage
915	d2e1782285Meyers-1905	Kadénz		ital.	Cadenza
916	d2e1782285Meyers-1905	Kadénz	. — K. 	franz.	cadence
917	d2e1782427Meyers-1905	Kadett		franz.	Cadet
918	d2e1782538Meyers-1905	Kâdî		arab.	kâdî
919	d2e1783235Meyers-1905	Kaduzieren	hinfällig 	lat.	cadūcus
920	d2e1786187Meyers-1905	Kahni		engl.	Cawney
921	d2e1786277Meyers-1905	Kähuhn		engl.	Khahoon, Cahun
922	d2e1787214Meyers-1905	Kaiser [2]		lat.	Caesar
923	d2e1789600Meyers-1905	Kake		engl.	cake
924	d2e1790671Meyers-1905	Kalabrĭen		lat.	Calabria
925	d2e1790731Meyers-1905	Kalade		franz.	calade
926	d2e1793716Meyers-1905	Kalīber		altspan.	calibo
927	d2e1793953Meyers-1905	Kalieren		ital.	calare
928	d2e1798555Meyers-1905	Kalkul		franz.	calcul
929	d2e1799700Meyers-1905	Kalmen		franz.	Calmes
930	d2e1799798Meyers-1905	Kalmieren		franz.	calmer
931	d2e1800275Meyers-1905	Kalorifēren		franz.	Calorifères
932	d2e1800546Meyers-1905	Kalotte		franz.	calotte
933	d2e1801310Meyers-1905	Kalte Nadelarbeiten		franz.	Pointe sèche
934	d2e1802667Meyers-1905	Kambiāl	Wechsel 	ital.	cambio
935	d2e1803883Meyers-1905	Kamelott		franz.	Camelot
936	d2e1804219Meyers-1905	Kamerad		ital.	camerata
937	d2e1804219Meyers-1905	Kamerad	Stube 	lat.	camera
938	d2e1804960Meyers-1905	Kamisarden		franz.	Camisards
939	d2e1805379Meyers-1905	Kammer [1]		altd.	chámara
940	d2e1805713Meyers-1905	Kämmerer		lat.	Camerarius
941	d2e1807343Meyers-1905	Kampanĭen		lat.	Campania
942	d2e1811426Meyers-1905	Kanapee		franz.	Canapé
943	d2e1812274Meyers-1905	Kandelāber		lat.	Candelabrum
944	d2e1812431Meyers-1905	Kandi [1]		engl.	Candy
945	d2e1813023Meyers-1905	Kanevas		franz.	canevas
946	d2e1813023Meyers-1905	Kanevas	mit K. 	ital.	canavaccio
947	d2e1813740Meyers-1905	Kanister		lat.	Canistrum
948	d2e1814229Meyers-1905	Kanne [1]	nt war 	griech.	prochoos. oinochoe
949	d2e1815217Meyers-1905	Kanonīer		franz.	Canonnier
950	d2e1815263Meyers-1905	Kanonĭker		lat.	Canonĭci
951	d2e1816486Meyers-1905	Kantāte		ital.	Cantata
952	d2e1817108Meyers-1905	Kantilēne		ital.	Cantilena
953	d2e1817606Meyers-1905	Kanū		engl.	canoe
954	d2e1817623Meyers-1905	Kanüle		franz.	canule
955	d2e1818148Meyers-1905	Kanzler		lat.	Cancellarius
956	d2e1818264Meyers-1905	Kanzōne		ital.	Canzone
957	d2e1818459Meyers-1905	Kap		franz.	cap
958	d2e1819865Meyers-1905	Kapitāle		franz.	Capitale
959	d2e1820351Meyers-1905	Kapitel [1]		lat.	capitulum
960	d2e1820486Meyers-1905	Kapitōl		lat.	Capitolium
961	d2e1820677Meyers-1905	Kapitularĭen		lat.	Capitularia
962	d2e1821329Meyers-1905	Kaplān		franz.	Chapelain
963	d2e1821880Meyers-1905	Kappe [1]		lat.	capa
964	d2e1822493Meyers-1905	Kaprice		franz.	caprice
965	d2e1823409Meyers-1905	Kaptiōn		lat.	captio
966	d2e1823409Meyers-1905	Kaptiōn	s 	lat.	captiōsus
967	d2e1824324Meyers-1905	Karabiner		franz.	carabine
968	d2e1825723Meyers-1905	Karāt		arab.	Kirât
969	d2e1827919Meyers-1905	Kardināl [1]		lat.	Cardinalis
970	d2e1828187Meyers-1905	Kardinalteller		ital.	piatto cardinalizio
971	d2e1828580Meyers-1905	Karénz		lat.	carentia
972	d2e1828785Meyers-1905	Karfunkel		lat.	carbunculus
973	d2e1828889Meyers-1905	Kargo		engl.	cargo
974	d2e1829202Meyers-1905	Kariert		franz.	carré
975	d2e1829666Meyers-1905	Karl [1]		althochd.	Charal, Karl
976	d2e1834276Meyers-1905	Karnĕval		ital.	carnevale
977	d2e1834371Meyers-1905	Karnīer		ital.	carniera
978	d2e1834388Meyers-1905	Karnīes		franz.	corniche
979	d2e1834512Meyers-1905	Karnivōren		lat.	Carnivora
980	d2e1834731Meyers-1905	Karo [1]		franz.	carreau
981	d2e1835634Meyers-1905	Karosse		franz.	carrosse
982	d2e1837113Meyers-1905	Karree		franz.	Carré
983	d2e1837328Meyers-1905	Karrēte		span.	carréta
984	d2e1837400Meyers-1905	Karriēre		franz.	carrière
985	d2e1838154Meyers-1905	Kartause		ital.	Certósa
986	d2e1838322Meyers-1905	Karte		lat.	Charta
987	d2e1838367Meyers-1905	Kartell		franz.	Cartel
988	d2e1838367Meyers-1905	Kartell	e 	franz.	syndicats professionels
989	d2e1838367Meyers-1905	Kartell	g 	engl.	corner
990	d2e1840187Meyers-1905	Karton		franz.	Carton
991	d2e1840446Meyers-1905	Kartusche		franz.	Cartouche
992	d2e1840446Meyers-1905	Kartusche	ißt K. 	franz.	gargousse
993	d2e1841221Meyers-1905	Kasacke		franz.	Casaque
994	d2e1841466Meyers-1905	Käsch		engl.	Cash
995	d2e1841574Meyers-1905	Kaschelot		franz.	Cachalot
996	d2e1841702Meyers-1905	Kaschieren		franz.	cacher
997	d2e1842826Meyers-1905	Kasematte		ital.	casa matta, »
998	d2e1843050Meyers-1905	Kaserne		ital.	caserma
999	d2e1843365Meyers-1905	Kasimir [1]		franz.	Casimir
1000	d2e1843545Meyers-1905	Kaskāde		ital.	cascata
1001	d2e1843672Meyers-1905	Kaskett		franz.	Casquet
1002	d2e1844297Meyers-1905	Kassation		franz.	Cassation
1003	d2e1844297Meyers-1905	Kassation	rde K. 	ital.	cassazione
1004	d2e1845145Meyers-1905	Kasserolle		franz.	Casserole
1005	d2e1845313Meyers-1905	Kassīer		ital.	Cassiere
1006	d2e1845354Meyers-1905	Kassieren		franz.	casser
1007	d2e1845441Meyers-1905	Kassinen		franz.	Cassinet
1008	d2e1845633Meyers-1905	Kastagnetten		span.	Castañuelas
1009	d2e1846111Meyers-1905	Kastellān		lat.	Castellanus
1010	d2e1846591Meyers-1905	Kastilĭen		span.	Castilla
1011	d2e1847310Meyers-1905	Kasualĭen		lat.	Casualia
1012	d2e1847485Meyers-1905	Kasus		lat.	Casus
1013	d2e1847752Meyers-1905	Katafálk		franz.	Catafalque
1014	d2e1848459Meyers-1905	Katalonĭen		span.	Cataluña
1015	d2e1848951Meyers-1905	Kataster		ital.	catastro
1016	d2e1849751Meyers-1905	Kategorīe	selbst 	lat.	praedicamenta
1017	d2e1852952Meyers-1905	Katze [2]	ehedem 	lat.	catus
1018	d2e1852952Meyers-1905	Katze [2]	K. 	engl.	cat of nine tails
1019	d2e1853171Meyers-1905	Katzenelnbogen		lat.	Cattimelibocus
1020	d2e1854000Meyers-1905	Kauf [1]		lat.	Emtio venditio
1021	d2e1856353Meyers-1905	Kauri		engl.	Cowry
1022	d2e1856706Meyers-1905	Kautēl		lat.	Cautela
1023	d2e1857598Meyers-1905	Kavalīer		franz.	Cavalier
1024	d2e1857623Meyers-1905	Kavaliere		engl.	Cavaliers
1025	d2e1858034Meyers-1905	Kavāte		ital.	cavata, »
1026	d2e1858055Meyers-1905	Kavatīne		ital.	Cavatina
1027	d2e1858145Meyers-1905	Kavérne		lat.	Caverna
1028	d2e1858841Meyers-1905	Kazīke [2]		span.	Cacique
1029	d2e1864116Meyers-1905	Kelch [1]		lat.	Calix
1030	d2e1866019Meyers-1905	Keltibērer		lat.	Celtiberi
1031	d2e1868241Meyers-1905	Kentisches Feuer		engl.	Kentish fire
1032	d2e1874860Meyers-1905	Kette [1]	Kette 	engl.	warp
1033	d2e1875521Meyers-1905	Kettenlinie		lat.	Catenaria
1034	d2e1878805Meyers-1905	Kickapu		engl.	Kickapoo
1035	d2e1893135Meyers-1905	Kirchenrecht		lat.	Jus ecclesiasticum
1036	d2e1894004Meyers-1905	Kirchenväter		lat.	Patres Ecclesiae
1037	d2e1894816Meyers-1905	Kirchturmrennen		engl.	Steeple-chase
1038	d2e1895887Meyers-1905	Kirschbaum	Kirschen 	griech.	kerasos
1039	d2e1900115Meyers-1905	Klage		lat.	Actio
1040	d2e1900237Meyers-1905	Klageänderung		lat.	Mutatio libelli
1041	d2e1900713Meyers-1905	Klamm [1]	Tales 	schwed.	Klämma
1042	d2e1900915Meyers-1905	Klandestīn		lat.	clandestīnus
1043	d2e1902169Meyers-1905	Klarinette		ital.	Clarinetto
1044	d2e1903306Meyers-1905	Klausel		lat.	Clausula
1045	d2e1903773Meyers-1905	Klavier	Pianinos 	franz.	Piano droit
1046	d2e1903773Meyers-1905	Klavier	t 	franz.	Épinette
1047	d2e1904180Meyers-1905	Klavierauszug		franz.	Partition de piano
1048	d2e1908734Meyers-1905	Kleio		lat.	Clio
1049	d2e1909853Meyers-1905	Klerĭker		lat.	Clerici
1050	d2e1910754Meyers-1905	Kliént		lat.	Cliens
1051	d2e1910776Meyers-1905	Klientēl		lat.	Clientela
1052	d2e1910816Meyers-1905	Kliff		engl.	cliff
1053	d2e1912103Meyers-1905	Klinik	Krankenbett 	griech.	kline
1054	d2e1912901Meyers-1905	Klischee		franz.	cliché
1055	d2e1913024Meyers-1905	Klistīer		griech.	klysma
1056	d2e1914479Meyers-1905	Klosett		engl.	closet
1057	d2e1915784Meyers-1905	Klub		engl.	Club
1058	d2e1917789Meyers-1905	Knauf		althochd.	chnouf
1059	d2e1918006Meyers-1905	Kneffs		franz.	Quenelles
1060	d2e1922940Meyers-1905	Knosos		lat.	Gnossus
1061	d2e1925212Meyers-1905	Koätān		lat.	coaetaneus
1062	d2e1925229Meyers-1905	Koäv		spätlat.	coaevus
1063	d2e1927937Meyers-1905	Kochemer Loschen	n 	hebr.	achal
1064	d2e1927937Meyers-1905	Kochemer Loschen	n 	hebr.	dabar
1065	d2e1927937Meyers-1905	Kochemer Loschen	e 	hebr.	rama
1066	d2e1929362Meyers-1905	Kodex		lat.	Codex
1067	d2e1929472Meyers-1905	Kodizill		lat.	Codicillus
1068	d2e1929572Meyers-1905	Koëdukation		engl.	coeducation
1069	d2e1929713Meyers-1905	Koëmtion		lat.	coemtio
1070	d2e1929935Meyers-1905	Koffer		franz.	coffre
1071	d2e1929955Meyers-1905	Kofferdamm		engl.	coffer-dam
1072	d2e1934798Meyers-1905	Kohorte		lat.	cohors
1073	d2e1935425Meyers-1905	Kokarde		franz.	cocarde
1074	d2e1935604Meyers-1905	Kokett		franz.	coquet
1075	d2e1935816Meyers-1905	Koko		franz.	coco
1076	d2e1935848Meyers-1905	Kokon		franz.	cocon
1077	d2e1936256Meyers-1905	Koks		engl.	Cokes
1078	d2e1938649Meyers-1905	Kollaps		lat.	collapsus
1079	d2e1938686Meyers-1905	Kollār		lat.	collare
1080	d2e1939130Meyers-1905	Kollēge		lat.	collega
1081	d2e1940662Meyers-1905	Kollo		ital.	Collo
1082	d2e1942701Meyers-1905	Kolōne		lat.	colonus
1083	d2e1944347Meyers-1905	Kolonne		franz.	colonne
1084	d2e1944907Meyers-1905	Koloß		lat.	colossus
1085	d2e1945516Meyers-1905	Kolter [2]		ital.	coltre
1086	d2e1946193Meyers-1905	Koluren	s 	lat.	colurus
1087	d2e1946539Meyers-1905	Kombattanten		franz.	combattants
1088	d2e1947352Meyers-1905	Komfort		engl.	comfort
1089	d2e1947352Meyers-1905	Komfort	l 	engl.	comfortable
1090	d2e1947554Meyers-1905	Komitāt	. — K. 	lat.	comitatus
1091	d2e1947577Meyers-1905	Komitee		franz.	comité
1092	d2e1947630Meyers-1905	Komitĭen		lat.	comitia
1093	d2e1949208Meyers-1905	Kommissionär		franz.	Commissionnaire
1094	d2e1949897Meyers-1905	Kommunarden		franz.	communards
1095	d2e1951266Meyers-1905	Kompanīe		franz.	compagnie
1096	d2e1951480Meyers-1905	Komparation	Wörter 	franz.	plus, le plus
1097	d2e1951607Meyers-1905	Komparieren		lat.	comparare
1098	d2e1951607Meyers-1905	Komparieren	; dann 	lat.	comparēre
1099	d2e1951666Meyers-1905	Kompaß		franz.	compas
1100	d2e1952875Meyers-1905	Komplicen		franz.	complices
1101	d2e1952916Meyers-1905	Komplimént		franz.	compliment
1102	d2e1952916Meyers-1905	Komplimént	Achtungsbezeigung 	franz.	révérence
1103	d2e1953485Meyers-1905	Kompott		franz.	compote
1104	d2e1954179Meyers-1905	Komptabilität		franz.	comptabilité
1105	d2e1954347Meyers-1905	Komtesse		franz.	comtesse
1106	d2e1955369Meyers-1905	Kondition		lat.	conditio
1107	d2e1955663Meyers-1905	Kondor		span.	condór
1108	d2e1956426Meyers-1905	Konfidénz		lat.	confidentia
1109	d2e1960203Meyers-1905	Königsboden		lat.	Fundus regius
1110	d2e1961146Meyers-1905	Königssilber		franz.	Argent-le-roi
1111	d2e1962589Meyers-1905	Konkordánz		lat.	concordantia
1112	d2e1962832Meyers-1905	Konkordĭenformel		lat.	Formula Concordiae
1113	d2e1963051Meyers-1905	Konkubināt		lat.	concubinatus
1114	d2e1963105Meyers-1905	Konkurrenz		franz.	concurrence
1115	d2e1963275Meyers-1905	Konkurs		lat.	concursus
1116	d2e1963941Meyers-1905	Konnossement		franz.	Connaissement, Police de cargaison, Nolissement
1117	d2e1963941Meyers-1905	Konnossement	K. 	engl.	through bill of lading
1118	d2e1965919Meyers-1905	Konsolidation	Obligationen 	engl.	Deferred
1119	d2e1966068Meyers-1905	Konsols		engl.	consols
1120	d2e1966088Meyers-1905	Konsommee		franz.	consommé
1121	d2e1966353Meyers-1905	Konstantin		lat.	Constantinus
1122	d2e1967708Meyers-1905	Konstituierende Versammlung		franz.	Constituante
1123	d2e1968207Meyers-1905	Konsul [1]		lat.	consul
1124	d2e1968750Meyers-1905	Konsúlt		lat.	consultum
1125	d2e1969122Meyers-1905	Kontakt		lat.	contactus
1126	d2e1969439Meyers-1905	Kontant		franz.	comptant
1127	d2e1969439Meyers-1905	Kontant	n 	franz.	espèces
1128	d2e1969624Meyers-1905	Konténta		lat.	contenta
1129	d2e1969957Meyers-1905	Kontergarde		franz.	contregarde
1130	d2e1970014Meyers-1905	Konterkarieren		franz.	contre-carrer
1131	d2e1970258Meyers-1905	Kontertanz		franz.	contre-danse
1132	d2e1970785Meyers-1905	Konto		ital.	Conto
1133	d2e1970871Meyers-1905	Kontokorrént		ital.	Conto corrente
1134	d2e1971208Meyers-1905	Kontornĭaten		ital.	Contorniati
1135	d2e1971208Meyers-1905	Kontornĭaten	n Rand 	ital.	contorno
1136	d2e1971317Meyers-1905	Kontrabaß		ital.	Contrabasso
1137	d2e1971603Meyers-1905	Kontrákt [1]		lat.	contractus
1138	d2e1971958Meyers-1905	Konträr		franz.	contraire
1139	d2e1972065Meyers-1905	Kontrast [1]		franz.	contraste
1140	d2e1972306Meyers-1905	Kontrazettel		engl.	Voucher
1141	d2e1972341Meyers-1905	Kontreskarpe		franz.	contre-escarpe
1142	d2e1972537Meyers-1905	Kontrolle		franz.	contrôle
1143	d2e1972765Meyers-1905	Kontroverse		lat.	controversia
1144	d2e1972832Meyers-1905	Kontumāz		lat.	contumacia
1145	d2e1973104Meyers-1905	Konvént		lat.	conventus
1146	d2e1973532Meyers-1905	Konvérter		engl.	converter
1147	d2e1973690Meyers-1905	Konvikt		lat.	convictus
1148	d2e1973954Meyers-1905	Konvulsionäre		franz.	convulsionnaires
1149	d2e1974252Meyers-1905	Konzépt		lat.	conceptum
1150	d2e1974383Meyers-1905	Konzért		ital.	concerto
1151	d2e1974576Meyers-1905	Konzertmeister		franz.	Violon solo
1152	d2e1974707Meyers-1905	Konzīl		lat.	Concilium
1153	d2e1974796Meyers-1905	Konzinn		lat.	concinnus
1154	d2e1974839Meyers-1905	Konzīs		lat.	concisus
1155	d2e1975679Meyers-1905	Kopenhagen	n Höfn 	lat.	Hafnia
1156	d2e1977173Meyers-1905	Kopfsteuer		franz.	Capitation
1157	d2e1978034Meyers-1905	Koppel [2]		lat.	Copula
1158	d2e1978716Meyers-1905	Kops		engl.	cops
1159	d2e1978924Meyers-1905	Kopŭla		lat.	copula
1160	d2e1979789Meyers-1905	Korallenkalk		engl.	Coral-rag
1161	d2e1980611Meyers-1905	Korbball		engl.	Basket-ball
1162	d2e1981192Meyers-1905	Kordieren		franz.	corder, cordonner
1163	d2e1981230Meyers-1905	Kordilleren		span.	Cordilléras
1164	d2e1981543Meyers-1905	Kordon		franz.	cordon
1165	d2e1982639Meyers-1905	Kork [1]		lat.	Suber
1166	d2e1984046Meyers-1905	Kornett [1]		ital.	cornetto
1167	d2e1984084Meyers-1905	Kornett [2]		span.	corneta
1168	d2e1984702Meyers-1905	Kornūt		lat.	cornutus
1169	d2e1985043Meyers-1905	Korollār		lat.	Corollarium
1170	d2e1985063Meyers-1905	Korolle		lat.	corolla
1171	d2e1985631Meyers-1905	Körper		lat.	corpus
1172	d2e1986090Meyers-1905	Korporāl		franz.	caporal
1173	d2e1986175Meyers-1905	Korps		franz.	corps
1174	d2e1987467Meyers-1905	Korsār		ital.	corsaro
1175	d2e1987596Meyers-1905	Korsett		franz.	corset
1176	d2e1987676Meyers-1905	Korsika		franz.	la Corse
1177	d2e1987877Meyers-1905	Korso		ital.	corso
1178	d2e1991684Meyers-1905	Kostüm		ital.	costume
1179	d2e1992168Meyers-1905	Kote [2]		franz.	cote
1180	d2e1992218Meyers-1905	Kotelett		franz.	côtelette
1181	d2e1992474Meyers-1905	Kothúrn		griech.	kóthornos
1182	d2e1992514Meyers-1905	Kotieren		franz.	coter
1183	d2e1993712Meyers-1905	Kötzer		engl.	Cop
1184	d2e1994016Meyers-1905	Kouvreface		franz.	couvre-face
1185	d2e1995544Meyers-1905	Kraftlinienstreuung		engl.	Leakage
1186	d2e1995822Meyers-1905	Kraftstuhl		engl.	Power-loom
1187	d2e2000466Meyers-1905	Krankentaufe		lat.	Baptismus clinicorum
1188	d2e2000505Meyers-1905	Krankenträger		franz.	Brancardiers
1189	d2e2000805Meyers-1905	Krankheit		lat.	Morbus
1190	d2e2002295Meyers-1905	Krapüle		franz.	crapule
1191	d2e2003388Meyers-1905	Krätze [2]		lat.	Scabies
1192	d2e2004836Meyers-1905	Krawall	m 	franz.	charivari
1193	d2e2004876Meyers-1905	Krawatte		franz.	cravate
1194	d2e2005319Meyers-1905	Krebs [5]	Schanker 	franz.	chancre
1195	d2e2006195Meyers-1905	Kredénz		ital.	credenza
1196	d2e2006241Meyers-1905	Kredénzen	Vertrauen 	ital.	credenza
1197	d2e2006295Meyers-1905	Kredīt		lat.	creditum
1198	d2e2008189Meyers-1905	Krëieren		lat.	creare
1199	d2e2008250Meyers-1905	Kreis [1]		lat.	Circulus
1200	d2e2008250Meyers-1905	Kreis [1]	r 	lat.	Radius
1201	d2e2011133Meyers-1905	Krepp		franz.	crêpe
1202	d2e2012531Meyers-1905	Kreuz [1]		lat.	Crux
1203	d2e2012531Meyers-1905	Kreuz [1]	z 	franz.	croix croisée
1204	d2e2013024Meyers-1905	Kreuzband	Streifband 	franz.	sousbande
1205	d2e2013860Meyers-1905	Kreuzeserfindung		lat.	Inventio sanctae crucis
1206	d2e2013893Meyers-1905	Kreuzeserhöhung		lat.	Exaltatio sanctae crucis
1207	d2e2015470Meyers-1905	Kreuzverhör		engl.	Cross-examination
1208	d2e2015915Meyers-1905	Kricket		engl.	cricket
1209	d2e2018058Meyers-1905	Kriegsmaschinen	e 	griech.	chelonai chostrides
1210	d2e2018058Meyers-1905	Kriegsmaschinen	n 	griech.	stoai
1211	d2e2022077Meyers-1905	Krippe [2]		franz.	Crèche
1212	d2e2025633Meyers-1905	Krocket		engl.	croquet
1213	d2e2026164Meyers-1905	Krokro		engl.	craw-craw
1214	d2e2026746Meyers-1905	Krone [3]		lat.	corona
1215	d2e2027757Meyers-1905	Kronglas		engl.	Crownglass
1216	d2e2031652Meyers-1905	Kruppade		franz.	croupade
1217	d2e2031785Meyers-1905	Krurāl	Schenkel 	lat.	crus
1218	d2e2034089Meyers-1905	Knbieren		franz.	cuber
1219	d2e2034400Meyers-1905	Kubus		lat.	Cubus
1220	d2e2035824Meyers-1905	Kugel	r 	lat.	Radius
1221	d2e2039054Meyers-1905	Kujōn		franz.	coyon
1222	d2e2039637Meyers-1905	Kulant		franz.	coulant
1223	d2e2039657Meyers-1905	Külasse		franz.	culasse
1224	d2e2039986Meyers-1905	Kulisse		franz.	coulisse
1225	d2e2039986Meyers-1905	Kulisse	s 	franz.	comissiers
1226	d2e2040500Meyers-1905	Kulmination	Gipfelpunktes 	lat.	culmen
1227	d2e2040741Meyers-1905	Kulteranisten		span.	Culteranos
1228	d2e2042698Meyers-1905	Kumpan		franz.	compaing, compain
1229	d2e2043880Meyers-1905	Kunkel		franz.	quenouille
1230	d2e2051287Meyers-1905	Kuppelei		lat.	Lenocinium
1231	d2e2052170Meyers-1905	Kur [1]		althochd.	kür
1232	d2e2052320Meyers-1905	Kuránt		franz.	courant
1233	d2e2052403Meyers-1905	Küraß		franz.	cuirasse
1234	d2e2052955Meyers-1905	Kurbette		franz.	courbette
1235	d2e2053904Meyers-1905	Kurĭe		lat.	curia
1236	d2e2053960Meyers-1905	Kurīer		franz.	courrier
1237	d2e2054095Meyers-1905	Kurĭonen		lat.	curiones
1238	d2e2054119Meyers-1905	Kuriōs		lat.	curiosus
1239	d2e2055029Meyers-1905	Kurs [1]		lat.	cursus
1240	d2e2055674Meyers-1905	Kursīv	Schrift 	franz.	Italique
1241	d2e2055980Meyers-1905	Kurtīne		franz.	courtine
1242	d2e2056022Meyers-1905	Kurtisan		franz.	courtisan
1243	d2e2057390Meyers-1905	Kuschen		franz.	coucher
1244	d2e2057909Meyers-1905	Kußtafel		lat.	Pax
1245	d2e2059186Meyers-1905	Küstenwache		engl.	Coast guard
1246	d2e2059295Meyers-1905	Kustos	ebenso 	franz.	Guidon
1247	d2e2059662Meyers-1905	Kutsch		engl.	cutch
1248	d2e2060301Meyers-1905	Kuvert		franz.	couvert
1249	d2e2060395Meyers-1905	Küvette		franz.	cuvette
1250	d2e2061427Meyers-1905	Kybĕle	utter« 	griech.	megálē métēr
1251	d2e2061944Meyers-1905	Kylix		lat.	calix
1252	d2e2062765Meyers-1905	Kyparissos	Zypresse 	griech.	kyparissos
1253	d2e2068262Meyers-1905	Lackdye		engl.	Lac-dye
1254	d2e2072938Meyers-1905	Lager [1]		lat.	Campus
1255	d2e2076809Meyers-1905	Lakai		franz.	laquais
1256	d2e2080157Meyers-1905	Lambskin		engl.	lamb-skin
1257	d2e2089216Meyers-1905	Landschreie		franz.	Cri d'armes
1258	d2e2089976Meyers-1905	Landtafel		lat.	Tabulae terrae
1259	d2e2095973Meyers-1905	Langette		franz.	languette
