	EntryID	headword	compound
1288	d3e205505Brockhaus-1809	Der Zins	Rutscherzinsen
1289	d3e205505Brockhaus-1809	Der Zins	Zinses
1290	d3e205505Brockhaus-1809	Der Zins	Zinsmann
1291	d3e205505Brockhaus-1809	Der Zins	Zinsherrn
1292	d3e205505Brockhaus-1809	Der Zins	Zinsgut
1293	d3e205505Brockhaus-1809	Der Zins	Pachtzins
1294	d3e205505Brockhaus-1809	Der Zins	Zinsen
1295	d3e205505Brockhaus-1809	Der Zins	Erbzinsgut
1296	d3e205505Brockhaus-1809	Der Zins	Erbzinsmann
1297	d3e205505Brockhaus-1809	Der Zins	Erbzinsherr
1298	d3e205505Brockhaus-1809	Der Zins	Zinsgetreide
1299	d3e205505Brockhaus-1809	Der Zins	Zinsgütern
1300	d3e205505Brockhaus-1809	Der Zins	Zinsgute
1301	d3e205505Brockhaus-1809	Der Zins	Zinspflichtigen
1302	d3e205505Brockhaus-1809	Der Zins	Laßzins
1303	d3e205505Brockhaus-1809	Der Zins	Verzugszinsen
1304	d3e205505Brockhaus-1809	Der Zins	Zinshühner
1305	d3e205505Brockhaus-1809	Der Zins	Bodenzins
1306	d3e205505Brockhaus-1809	Der Zins	Erbzins
1307	d3e205670Brockhaus-1809	Zittau	Zittauer
